Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
141,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?33sa=6x6p%20%20,200,,37,396,0,218,2,,,[?33sa=6x6p  ]
144,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?gzyi=0dh5%20%20,200,,36,396,0,218,2,,,[?gzyi=0dh5  ]
142,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3p39=67mg%20%20,200,,36,396,0,218,2,,,[?3p39=67mg  ]
143,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?8p3d=ea3g%20%20,200,,41,396,0,218,2,,,[?8p3d=ea3g  ]
146,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?x02j=u1qi%20%20,200,,37,396,0,218,2,,,[?x02j=u1qi  ]
145,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7g86=cl27%20%20,200,,37,396,0,218,2,,,[?7g86=cl27  ]
148,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?23v1=9m26%20%20,200,,37,396,0,218,2,,,[?23v1=9m26  ]
147,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?m238=9q8c%20%20,200,,37,396,0,218,2,,,[?m238=9q8c  ]
150,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?zib7=497z%20%20,200,,37,396,0,218,2,,,[?zib7=497z  ]
149,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?5llu=oyyw%20%20,200,,38,396,0,218,2,,,[?5llu=oyyw  ]
153,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?th8q=boo4%20%20,200,,34,396,0,218,2,,,[?th8q=boo4  ]
152,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?m218=3s4o%20%20,200,,34,396,0,218,2,,,[?m218=3s4o  ]
151,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?0979=zdq6%20%20,200,,40,396,0,218,2,,,[?0979=zdq6  ]
156,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?zpa0=itw4%20%20,200,,36,396,0,218,2,,,[?zpa0=itw4  ]
154,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2393=eq97%20%20,200,,39,396,0,218,2,,,[?2393=eq97  ]
155,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?mg65=e0rr%20%20,200,,38,396,0,218,2,,,[?mg65=e0rr  ]
160,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3i3s=259n%20%20,200,,38,396,0,218,2,,,[?3i3s=259n  ]
158,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2y97=u3fk%20%20,200,,41,396,0,218,2,,,[?2y97=u3fk  ]
161,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?ay4k=59g8%20%20,200,,39,396,0,218,2,,,[?ay4k=59g8  ]
159,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?113e=825t%20%20,200,,43,396,0,218,2,,,[?113e=825t  ]
162,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?nuwe=l204%20%20,200,,40,396,0,218,2,,,[?nuwe=l204  ]
163,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?jm7v=9900%20%20,200,,40,396,0,218,2,,,[?jm7v=9900  ]
157,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3c82=d056%20%20,200,,45,396,0,218,2,,,[?3c82=d056  ]
165,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4umx=54f8%20%20,200,,40,396,0,218,2,,,[?4umx=54f8  ]
166,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?pt47=3679%20%20,200,,45,396,0,218,2,,,[?pt47=3679  ]
167,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9u96=0koc%20%20,200,,45,396,0,218,2,,,[?9u96=0koc  ]
172,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?oui5=pswx%20%20,200,,39,396,0,218,2,,,[?oui5=pswx  ]
164,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?m9r1=avz2%20%20,200,,50,396,0,218,2,,,[?m9r1=avz2  ]
171,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?whmi=q843%20%20,200,,39,396,0,218,2,,,[?whmi=q843  ]
169,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?xi3p=70x4%20%20,200,,41,396,0,218,2,,,[?xi3p=70x4  ]
168,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?zjh2=lc5m%20%20,200,,41,396,0,218,2,,,[?zjh2=lc5m  ]
174,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7evv=v3ab%20%20,200,,41,396,0,218,2,,,[?7evv=v3ab  ]
173,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?sj8g=2ynr%20%20,200,,41,396,0,218,2,,,[?sj8g=2ynr  ]
170,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?rt49=q0n7%20%20,200,,45,396,0,218,2,,,[?rt49=q0n7  ]
175,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?8jpu=58l8%20%20,200,,35,396,0,218,2,,,[?8jpu=58l8  ]
176,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2bq0=2rma%20%20,200,,35,396,0,218,2,,,[?2bq0=2rma  ]
177,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7v65=y2h9%20%20,200,,40,396,0,218,2,,,[?7v65=y2h9  ]
178,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7io7=8cc9%20%20,200,,40,396,0,218,2,,,[?7io7=8cc9  ]
179,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?s5oq=p1mr%20%20,200,,37,396,0,218,2,,,[?s5oq=p1mr  ]
181,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?60o1=7901%20%20,200,,36,396,0,218,2,,,[?60o1=7901  ]
183,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?b528=6rw4%20%20,200,,36,396,0,218,2,,,[?b528=6rw4  ]
182,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?pe83=gq0r%20%20,200,,36,396,0,218,2,,,[?pe83=gq0r  ]
185,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3ir4=d430%20%20,200,,37,396,0,218,2,,,[?3ir4=d430  ]
180,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4s2c=8nw9%20%20,200,,43,396,0,218,2,,,[?4s2c=8nw9  ]
187,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?tamu=0119%20%20,200,,37,396,0,218,2,,,[?tamu=0119  ]
186,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?z2re=1azx%20%20,200,,38,396,0,218,2,,,[?z2re=1azx  ]
184,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?bz17=fjr6%20%20,200,,39,396,0,218,2,,,[?bz17=fjr6  ]
188,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4223=2a44%20%20,200,,38,396,0,218,2,,,[?4223=2a44  ]
194,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3tw9=8r80%20%20,200,,36,396,0,218,2,,,[?3tw9=8r80  ]
193,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7053=f4u7%20%20,200,,39,396,0,218,2,,,[?7053=f4u7  ]
195,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?r1w9=gfs1%20%20,200,,41,396,0,218,2,,,[?r1w9=gfs1  ]
191,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?s474=4zj6%20%20,200,,42,396,0,218,2,,,[?s474=4zj6  ]
189,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?o5tb=zws0%20%20,200,,42,396,0,218,2,,,[?o5tb=zws0  ]
190,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?48gc=1mon%20%20,200,,42,396,0,218,2,,,[?48gc=1mon  ]
192,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?r7qw=8cbw%20%20,200,,42,396,0,218,2,,,[?r7qw=8cbw  ]
196,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?t1n7=534u%20%20,200,,40,396,0,218,2,,,[?t1n7=534u  ]
197,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?458d=t46o%20%20,200,,40,396,0,218,2,,,[?458d=t46o  ]
200,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4oex=u6vx%20%20,200,,34,396,0,218,2,,,[?4oex=u6vx  ]
198,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4l2z=8u1o%20%20,200,,40,396,0,218,2,,,[?4l2z=8u1o  ]
199,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?g618=6k2e%20%20,200,,41,396,0,218,2,,,[?g618=6k2e  ]
206,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?13io=r787%20%20,200,,36,396,0,218,2,,,[?13io=r787  ]
203,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?q178=l7d2%20%20,200,,37,396,0,218,2,,,[?q178=l7d2  ]
205,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?f4f8=4c38%20%20,200,,36,396,0,218,2,,,[?f4f8=4c38  ]
201,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?h9cc=yhsl%20%20,200,,38,396,0,218,2,,,[?h9cc=yhsl  ]
204,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?890v=gfn9%20%20,200,,37,396,0,218,2,,,[?890v=gfn9  ]
202,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?8afu=ogml%20%20,200,,38,396,0,218,2,,,[?8afu=ogml  ]
209,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9u8f=90sp%20%20,200,,35,396,0,218,2,,,[?9u8f=90sp  ]
208,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?h849=45g5%20%20,200,,35,396,0,218,2,,,[?h849=45g5  ]
210,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?e2p7=zcjq%20%20,200,,37,396,0,218,2,,,[?e2p7=zcjq  ]
207,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3gl7=56p7%20%20,200,,39,396,0,218,2,,,[?3gl7=56p7  ]
212,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?5nh4=i145%20%20,200,,37,396,0,218,2,,,[?5nh4=i145  ]
211,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?dn3c=fit7%20%20,200,,38,396,0,218,2,,,[?dn3c=fit7  ]
213,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?kabe=y610%20%20,200,,36,396,0,218,2,,,[?kabe=y610  ]
214,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?p15i=4dm9%20%20,200,,35,396,0,218,2,,,[?p15i=4dm9  ]
223,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?boy2=su6i%20%20,200,,41,396,0,218,2,,,[?boy2=su6i  ]
219,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?va08=jxz3%20%20,200,,43,396,0,218,2,,,[?va08=jxz3  ]
215,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?s6i6=3e37%20%20,200,,43,396,0,218,2,,,[?s6i6=3e37  ]
218,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?h5du=y022%20%20,200,,44,396,0,218,2,,,[?h5du=y022  ]
217,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?gq7k=3nn9%20%20,200,,44,396,0,218,2,,,[?gq7k=3nn9  ]
216,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3j6x=q54c%20%20,200,,46,396,0,218,2,,,[?3j6x=q54c  ]
221,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?o85i=g51n%20%20,200,,45,396,0,218,2,,,[?o85i=g51n  ]
220,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9krs=a0r3%20%20,200,,47,396,0,218,2,,,[?9krs=a0r3  ]
222,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?327y=llp7%20%20,200,,47,396,0,218,2,,,[?327y=llp7  ]
224,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?1ehc=3t8o%20%20,200,,41,396,0,218,2,,,[?1ehc=3t8o  ]
225,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?c00z=mf68%20%20,200,,37,396,0,218,2,,,[?c00z=mf68  ]
226,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?vilu=c1yc%20%20,200,,37,396,0,218,2,,,[?vilu=c1yc  ]
227,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?c74i=08li%20%20,200,,36,396,0,218,2,,,[?c74i=08li  ]
228,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?39r4=x1ez%20%20,200,,36,396,0,218,2,,,[?39r4=x1ez  ]
230,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?5imf=5kmp%20%20,200,,37,396,0,218,2,,,[?5imf=5kmp  ]
229,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?qx2b=9q74%20%20,200,,37,396,0,218,2,,,[?qx2b=9q74  ]
232,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7k82=a531%20%20,200,,37,396,0,218,2,,,[?7k82=a531  ]
231,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?wjj0=l99r%20%20,200,,37,396,0,218,2,,,[?wjj0=l99r  ]
233,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?kzyb=9rgv%20%20,200,,36,396,0,218,2,,,[?kzyb=9rgv  ]
234,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?c0y6=55p9%20%20,200,,36,396,0,218,2,,,[?c0y6=55p9  ]
235,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?z2wr=7y21%20%20,200,,43,396,0,218,2,,,[?z2wr=7y21  ]
236,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?61tz=hcnq%20%20,200,,44,396,0,218,2,,,[?61tz=hcnq  ]
238,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2cqk=g4ii%20%20,200,,36,396,0,218,2,,,[?2cqk=g4ii  ]
237,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?64uo=ubf9%20%20,200,,39,396,0,218,2,,,[?64uo=ubf9  ]
239,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9s79=a29b%20%20,200,,35,396,0,218,2,,,[?9s79=a29b  ]
240,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?smcy=s7h7%20%20,200,,35,396,0,218,2,,,[?smcy=s7h7  ]
241,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?470y=fif9%20%20,200,,42,396,0,218,2,,,[?470y=fif9  ]
252,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?4ltx=087a%20%20,200,,34,396,0,218,2,,,[?4ltx=087a  ]
242,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7jf3=ubck%20%20,200,,44,396,0,218,2,,,[?7jf3=ubck  ]
248,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?h5s9=7evb%20%20,200,,38,396,0,218,2,,,[?h5s9=7evb  ]
243,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?d554=9ozf%20%20,200,,45,396,0,218,2,,,[?d554=9ozf  ]
258,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?0680=scc6%20%20,200,,37,396,0,218,2,,,[?0680=scc6  ]
253,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?glx3=np17%20%20,200,,42,396,0,218,2,,,[?glx3=np17  ]
244,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7wuo=166y%20%20,200,,49,396,0,218,2,,,[?7wuo=166y  ]
245,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?54ga=i375%20%20,200,,50,396,0,218,2,,,[?54ga=i375  ]
246,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?hlg7=27h7%20%20,200,,49,396,0,218,2,,,[?hlg7=27h7  ]
254,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?q07x=k1w0%20%20,200,,43,396,0,218,2,,,[?q07x=k1w0  ]
249,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?19hs=9r43%20%20,200,,45,396,0,218,2,,,[?19hs=9r43  ]
251,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9w29=3n70%20%20,200,,45,396,0,218,2,,,[?9w29=3n70  ]
247,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?jrnb=z5a6%20%20,200,,48,396,0,218,2,,,[?jrnb=z5a6  ]
256,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?d142=aq2a%20%20,200,,44,396,0,218,2,,,[?d142=aq2a  ]
255,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7bf6=151l%20%20,200,,47,396,0,218,2,,,[?7bf6=151l  ]
250,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?6yt4=qm6l%20%20,200,,51,396,0,218,2,,,[?6yt4=qm6l  ]
257,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?50gc=8043%20%20,200,,46,396,0,218,2,,,[?50gc=8043  ]
261,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9o93=68ro%20%20,200,,37,396,0,218,2,,,[?9o93=68ro  ]
262,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?mg65=044e%20%20,200,,40,396,0,218,2,,,[?mg65=044e  ]
259,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?36g1=1q54%20%20,200,,42,396,0,218,2,,,[?36g1=1q54  ]
260,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?qz03=47j6%20%20,200,,42,396,0,218,2,,,[?qz03=47j6  ]
263,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?wd09=97d5%20%20,200,,37,396,0,218,2,,,[?wd09=97d5  ]
264,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?2nbw=mtz0%20%20,200,,37,396,0,218,2,,,[?2nbw=mtz0  ]
266,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?0w77=9u6u%20%20,200,,34,396,0,218,2,,,[?0w77=9u6u  ]
265,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?yin8=8850%20%20,200,,39,396,0,218,2,,,[?yin8=8850  ]
268,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?gw8j=240o%20%20,200,,38,396,0,218,2,,,[?gw8j=240o  ]
267,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?e7p7=m194%20%20,200,,39,396,0,218,2,,,[?e7p7=m194  ]
269,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?9c4r=2f0k%20%20,200,,41,396,0,218,2,,,[?9c4r=2f0k  ]
273,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?i874=6eqp%20%20,200,,53,396,0,218,2,,,[?i874=6eqp  ]
271,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?tc32=7ky3%20%20,200,,55,396,0,218,2,,,[?tc32=7ky3  ]
270,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?476z=sgq2%20%20,200,,55,396,0,218,2,,,[?476z=sgq2  ]
278,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?7my6=6y9l%20%20,200,,61,396,0,218,2,,,[?7my6=6y9l  ]
274,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?q374=3vb9%20%20,200,,62,396,0,218,2,,,[?q374=3vb9  ]
272,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?12e9=027s%20%20,200,,62,396,0,218,2,,,[?12e9=027s  ]
279,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?260p=gz55%20%20,200,,57,396,0,218,2,,,[?260p=gz55  ]
275,Fuzzed,Sat Jul 29 10:29:07 CDT 2023,GET,https://als0184.au-csse-cpsc4970.com/api/getapi?3oi0=nn2k%20%20,200,,62,396,0,218,2,,,[?3oi0=nn2k  ]
